,opportunityId,title,description,agencyName,agencyAddress,placesAvailable,applicationInstructions,applicationRequirements,startDate,endDate,applicationStartDate,applicationEndDate,salaryAmountMin,salaryAmountMax,salaryCurrency
105,18649,Software Developer - Full Stack,"At Lionsbot, You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. We are looking for passionate and dedicated Full Stack Developers to produce scalable software solutions that will be used internationally. Some of the key responsibilities:

● Work with development teams and product managers to ideate software solutions
● Design client-side and server-side architecture
● Develop front-end applications with provided graphics and user interfaces
● Develop and manage well-functioning databases and applications
● Write effective APIs",Lionsbot International Pte Ltd,,6,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
106,18650,Software Developer - Autonomy,"At Lionsbot, you’ll be part of the current Autonomy team in development of localization/perception / navigation software stack to achieve best performance autonomy. Within the autonomy team, you’ll have independent deliverables and will be expected to take full ownership of executing them. Some of the key responsibilities:

- Design, implement and deliver application-specific solutions
- Development of mobile robot autonomy in the use case of cleaning field
- Perform sensor calibration and software driver development
- Development of localization, perception and navigation modules of autonomous
  indoor robots
- Highly involved in product ideation and brainstorming to apply robotic solution to
  various applications
- High frequency design iterations and product development
",Lionsbot International Pte Ltd,,2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
107,18651, National Integrated Centre for Evaluation @ NTU (NICE@NTU) Lab Internship,"Security related devices like smartcards, mobile phones etc, must undergo strict evaluation for vulnerabilities before launch into market. NICE labs provide infrastructure and solution for vulnerability assessment test.

The candidate is expected to participate in operations of NICE lab and contribute to the following activities.
• Setup of new equipment and evaluation test bed
• Writing device drivers and testing end to end operation of evaluation setup
• Optimizing scripts for faster evaluation cycle
• Participate in research work on deep-learning based evaluation
• Report the finding and publish results when applicable",National Integrated Centre for Evaluation @ NTU,,1,Please ensure that you attach a copy of your C.V. with your application.,"Experience with project work with Python is required
Experience in working with laboratory equipment and deep learning is preferred",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
108,18653,Autonomy Engineer intern,"AIDRIVERS is paving the way to revolutionize mobility with advancing in automotive technology making it; efficient, safer and smarter. 

In this role, you will work building autonomous mobility products. You will collaborate closely with our team of world-class engineers and researchers with diverse backgrounds in areas such as robotics, perception and sensors. You will have the opportunity to work alongside a dynamic team where your role within this company will be able to transform our business over the next years and beyond. 

As an engineering intern, you will be able to work on various project first-hand and develop solutions together with our engineering teams, such as perception, engineering design, drive control, mapping and localisation. ",Aidrivers Singapore Pte. Ltd.,"75 Ayer Rajah Crescent, #03-17, SINGAPORE, 139953, SINGAPORE",1,Please ensure that you attach a copy of your CV with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
109,18663,Internship in bioinformatics,"1. Internship Description:
The intern will carry out on-the-job training to develop his/her knowhow on in the area of Bioinformatics/Computational Biology, specifically genomics/NGS. You will join a new team at Evonik working on innovative topics in the field of life sciences and will contribute to generate new data for various projects while working closely with the different members of the team. This will give you the opportunity to join a dynamic team and experience R&D environment in industry. 

2. Specific Responsibilities:
The intern will contribute to different projects in the area of Bioinformatics/Computational Biology, specifically genomics/NGS through:
a. Basic training on next-generation sequencing workflows.
b. Learn how to run NGS pipelines for genomic data and data analysis, and then apply it in different projects.
c. Create end to end computational pipeline.

3. Technical Skills and Competencies:
Studies in Biology or Bioinformatics or computer science.
Basic interest and experience in programming.
Knowledge of R Programming or Python/Perl or shell scripting knowledge (optional)
",EVONIK (SEA) PTE. LTD.,"#01-35 / 21 Biopolis Road Level 1M, #01-35 Nucleos, Tower A (South), Singapore 138567, Singapore, Singapore, 138567, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,,,
110,18664,Mobile health app prototype development (Android) ,"We are seeking highly talented and motivated student app developers who would build a mobile health app prototype that collects ""in-situ"" behavioral (through self-report surveys) and physiological data (e.g., geolocation, bluetooth, step counter). This internship will provide students the chance to strengthen their app development portfolio for future opportunities at leading tech or start-up companies.

Training location and details would be provided later.

",Centre for Information Integrity (IN-cube),,2,Please ensure that you attach a copy of your C.V. with your application.,"App development experience (fullstack experience will be preferred)
",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
111,18666,Supply and Trading Intern,"The intern will be part of a dynamic commercial team, which provides technical and commercial support to commercial analysts & traders which will impact commodity market views. The internship will provide the selected candidate an exciting opportunity to learn about commodity markets; refining, marketing, and transportation economics; and purchase and sales contracts through a combination of working assignments, mentoring, and training via Chevron Technical University and third parties.
Job details: 
•	Analysis of supply and demand for commodity market 
•	Monitor international product movements and develop meaningful insights
•	Assist in data collection and share analysis with trading team, using market reports, commercial databases, and other online research platforms
•	Lead or participate in digital initiatives to help improve or automate Commercial Analytics
•	Attend industry forums/events to gather intel for sharing with internal stakeholders
•	Provide ad-hoc support on commercial projects and market studies
•	Opportunity to visit manufacturing facilities, product distribution centers and vessel

Pre-requisites: 
•	Strong critical and analytical thinking, problem solving skills with the ability to be a self-starter with minimal supervision
•	Ability to work independently and contribute as a team player effectively
•	Resourceful with keen eye for detail
•	Excellent interpersonal and communication skills
•	Proficiency in MS office suite. Knowledge of data analytics & visualization tool a plus
•	Note: All interested applicants, please read the Data Privacy Notice (https://www.chevron.com/privacy) before submitting application.
",CHEVRON SINGAPORE PTE. LTD.,"3 Fraser Street, Duo Tower #12-28, 048622, SINGAPORE",8,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1100.0,1100.0,SGD
112,18670, IT Intern (Digitalization),"Reporting in to the Senior Manager, you will be exposed to the various systems and applications that are used within the organization. With the industry and applications knowledge:-

You will be required to spin your creativity in applications development and improvement
Look at how the new technologies such as artificial intelligence, mixed reality, virtual reality and robotics can be tapped on.
Utilize your technological expertise to help the organization tap on the upcoming digital trends to derive better business values.

Your profile
Pursuing or completed a Degree in Computer Science or Information Technology or equivalent
Curious in technology and interest in programming
Knowledge and interest in programming e.g. R, Python, C#, Java, Php
Proactive and able to work under pressure and tight deadlines
Strong teamwork / collaboration skills with good oral and written communication skills

We offer internship allowances plus benefits (e.g. annual leave) for the internship roles.",DHL Express (Singapore) Pte Ltd (Tai Seng Drive),"1 Tai Seng Drive DHL Air Express Centre, Singapore, SINGAPORE, 535215, SINGAPORE",4,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
113,18675,Software Engineer Intern,"Project Description / Internship Job Description:
Software Engineer Description:
We are looking for a talented individual that will be participating in all aspects of intensive Software Development mainly in Banking and Payment related systems using mainly Java & newer technologies

What to expect:
•	Design and develop new software systems to support business requirements
•	Design, build and maintain software applications
•	Build reusable code that is optimized for maximum speed and scalability
•	Integrate software components into a fully functional software system. Support and maintain all software libraries and hardware databases through proper documentations 
•	Analyse, design and develop tests for our products and software
•	Resolving problems including bugs fixing for the assigned systems and system enhancements.
•	Perform investigations in all reported problems/errors and initiate amendments and testing so that the system can operate correctly & efficiently.

- Any background knowledge in these would be desirable
[Core Java, Spring MVC, SQL, Hibernate, Tomcat/JBoss, JavaScript, JQuery, Messaging (MQ)]
HTML, CSS, JavaScript, JQuery

Traineeship competencies:
This position reports to a Technical Lead and mentored throughout the Traineeship program.
MVI provides wonderful experience in the Financial and payment domain, and train them to perform well with quality output on the assigned area of work such as:
Java/ J2EE
SQL
Message Service like JMS
Exposure to System for banking and Payment domain
MVI also provides the opportunity to learn mission-critical payment solutions implemented for large-scale banks and other financial institutions. Gain experience at both the front and back end of a project. We help you to think out of the box for unique solutions to address various requirements and technical issues in software development, e.g. how to come out with simple solutions to address complex challenges.
This traineeship role provides the best opportunity to undergo hands-on practice of programming skills with a highly knowledgeable mentor of the payment industry. You can look forward to a possible permanent position if this traineeship is done well.

Training Location, if differ from company address:",MVI Technologies (S) Pte Ltd,"60 Kaki Bukit Place #09-14 Eunos Techpark, 415979, Singapore",3,Please ensure that you attach a copy of your C.V. with your application.,"Ideal Candidate should possess:
Basic programming knowledge/experience
Java programming experience (We will take in people who are not proficient in java, but still have experience in programming at least)
Be able to work independently as well as in a team
Problem Solver, able to think out of the box
Sharp Troubleshooting skills
Be prepared to go full-stack
Ability to adapt to different requirements and can multi-task
Candidates with good IOS/Android Mobile development experience are also welcome to apply.
",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,800.0,800.0,SGD
114,18676,Project Title / Internship Job Title: Transport Planner,"Project Description / Internship Job Description: Assist our Smart Mobility consultants efficiently by learning on the job on various aspects of transport planning; Traffic surveys, Junction Analysis, Traffic Design Review, Transport Impact Assessments, Parking studies, Access Studies, Vehicular / Pedestrian simulation, Traffic Plan development using CAD / Microstation.

Training Location, if differ from company address:",Vertix Asia-Pacific Pte Ltd,"3791 Jalan Bukit Merah E-Centre@Redhill, 159471, Singapore",5,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
115,18678,Web Developer (Intern),"Responsibilities:
Collaborate closely with the project manager to build websites for Hiverlab's projects and products;
Improve website features, layout and code logic;
Plan execution with security in mind;
Liaise with front-end app developers to sync API needed for app calls;
Write polished, optimized, and documented code with an eye towards re-usability for multiple projects;
Other ad-hoc duties, if necessary.

Qualifications:
Strong knowledge of PHP and/or javascript;
Strong knowledge of HTML and CSS;
Experience in managing user generated content (eg. image/video/model) involving uploading and compressing
Self-initiated, with the ability to manage your own time effectively with minimal supervision;
Good communication and interpersonal skills.

Good to have:
Freelance work completed involving live websites;
Personal web sites with full functionality (Experimental but not live are okay);",Hiverlab Pte Ltd,"1008/#04-12/14/15 / 1008 Toa Payoh North, 318996, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,,,
116,18680,Web Development Internship,"Scope:
1. Front / Back end programming primarily for websites, including dynamic response
2. Prototyping and debugging codes
3. Working collaboratively with cross-function teams such as other web developers and UI/UX designers
4. Opportunities to develop other digital interactive mediums such as Augmented Reality (AR), digital installations etc

Pre-requisite:
1. Coding skills in HTML, CSS, Javascript, .PHP
2. Willingness to learn from senior web developers
3. Meticulous and detail-oriented, able to keep track of timeline
4. Positive attitude in problem solving
5. Interest in integrating digital efforts with offline efforts
6. Study in computer science / engineering and/or related fields",MASHWIRE PTE. LTD.,"72B Pagoda Street, SINGAPORE, 059231, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
117,18682,Software Developer Intern,"Job Description
Assist in the developing of our existing solutions and recommend improvements to our existing solutions
Assist in delivering quality user experience and user interface
Assist with the Analysis, Design, Development, Testing, and Documentation of new software solutions
Assist in developing proof of concepts and technical designs
Assist in data modelling
Assist in the installation and configuration of plug-ins
Assist in technical documentation
Learn to develop, customise, and integrate of Moodle, Totara, and other PHP-based web applications
Learn to manage software development, enhancement, debugging, testing, and maintenance of the backend application
Learn to make design, code, testing, and system quality improvement to backend application programming interface (API)

Job Specifications
Basic knowledge in HTML/ CSS3 with JavaScript/ JQuery, MySQL, and CakePHP
Passion for IT and software development
Willingness to learn on the job
Able to work in a team who enjoys interaction at work and during recreation
Currently pursuing a degree in EEE, Computer Science, Information Technology, Information Systems, or equivalent",ACP COMPUTER TRAINING SCHOOL PTE. LTD.,"#06-18 / 3 Ang Mo Kio Street 62, 569139, SINGAPORE, 569139, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-02T00:00:00,2021-08-07T00:00:00,1000.0,1000.0,SGD
118,18688,Software Engineer,"Responsibilities
 
•	Work together with project team to design and implement quality solutions as per customers’ requirements.
•	Debugging and resolving technical problems that arise.
•	Participate in solutioning meetings with project team and customers.
•	Responsible to deliver high quality codes for implementations.
Requirements
 
•	An eagerness to learn new skills and technologies
•	Good problem-solving skills with high level of initiative
•	Meticulous, accurate and able to meet deadlines
•	Able to work independently and as a team
•	Good written, verbal and interpersonal skills in English
 
•	Experience in team-based software development (can be school-initiated or self-driven)
•	Good programming skills
•	Hands-on experience in Java language
•	Familiarity with version control systems (e.g. SVN, GIT)
•	Sound knowledge of any RDBMS
•	An understanding of how web applications work including security, session management, and best development practices is preferred
•	Knowledge in MVC framework, Spring and Hibernate is preferred


",Integro Technologies Pte Ltd,"438B #05-11 / Alexandra Road, Blk B Alexandra Technopark, 119968, SINGAPORE",4,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1400.0,1400.0,SGD
119,18690,Engineering Intern / Frontend Engineer / Backend/Fullstack Engineer,"Who we are

Workstream (www.workstream.is) transforms the way deskless workers work, starting from automating automation, SMS communication, and machine learning. Our clients include Jamba Juice, McDonald's, Westin, Marriott, Uber, Subway, Dunkin', Panera Bread, Coupa Cafe, Sightglass Coffee, Equator Coffee, and more.

We are a team from Stanford, MIT, Google, Y Combinator, Harvard, Cornell, Yelp, Qualtrics, Glassdoor, WeChat, and more and are backed by investors including Peter Thiel's Founders Fund, Charles River Ventures, Basis Set Ventures, CEO Zoom, CEO DoorDash, Peterson Ventures, Heartland Ventures, Jay Z, Joe Montana, James Harden, Chairman of Louis Vuitton, and more. 
 
Global at our core, we are headquartered in San Francisco and have presence in the US, Europe, China, and Singapore from day one.
 
Culture is very important to us and we encourage you too.their hiring and onboarding workflows. We help companies to streamline the hiring process with workflow.

Engineering Intern

Position overview
We are looking for Workstream Engineering Interns to work directly with the Engineering team. Depending on your focus areas, Ideally, you are passionate, detail-oriented, an excellent communicator, independent thinker and incredibly intelligent.

The Nitty-gritty Details
• Company: Workstream
• Website: https://www.workstream.is
• Location: Remote (Ideally based in Palo Alto or Singapore, but open to all locations)
• Position: Engineering Intern
• Position type: Full-time (Part-time possible)
• Reporting to: CTO
• Duration: 6 months (min) to 1 year
• Start: Q4 2020

Opportunities to Progress in Career

Workstream is a Palo Alto based, rapidly growing startup, funded by well known institutional and angel investors including Basis Set Ventures, Peter Thiel, CEO Zoom, CEO DoorDash, Peterson Ventures, Heartland Ventures, Jay Z, Joe Montana, James Harden, Chairman of Louis Vuitton, and more. We are a small team of ~40 full timers + a few part timers, from Y Combinator, MIT, Google, Harvard, Qualtrics, Wharton, Stanford, Yelp, Glassdoor, Cornell, and more, with a strong passion to make hiring easier and faster. We hope you will bring the same energy and share with the team.

We are looking for someone that can grow with our team over time. You will get plenty of exposure to the leadership team (think weekly), reporting directly to one of the founders or team leads.
You will succeed if you have a startup mentality of “getting sh*t done”, and you will grow as the company scales. If you are looking for a relaxed 9-5, please back away slowly. If you are insanely bright, hard working, humble, and looking to build a career on the ground floor of an exciting and fast-growing software-as-a-service (SaaS) business, this is for you.

Responsibilities

We are looking for 2 roles: Frontend Engineer / Fullstack Backend Engineer
We are looking to hire 4 - 6 pax for a period of 12 months preferably.

Frontend Engineer
Requirements:
Proficient in JavaScript.
Direct experiences on ReactJS, Redux. Nice to have experiences in dva, Ant Design, and related tools.
Understand the principles of web development.
Solid programming skills. Familiar with data structures and algorithms.
Good communication skills in English. Nice to know Chinese. 

Nice to have:
Experiences in Ruby on Rails.
Familiar with AWS.
Familiar with dev-ops.

disciplined, and curious.
Fluent with Google Sheets and (to a lesser extent) Excel.
Ability to work autonomously in a dynamic environment.
You are an excellent written and verbal communicator.
You have fantastic problem-solving abilities, analytical horsepower, an attention to detail, and a willingness to do whatever it takes to get things done.
Self-directed learner who requires little oversight.

Nice to have:
You have worked remotely before or are based around Singapore/Palo Alto.
Backend/Fullstack Engineer
Requirements
Proficient in Ruby and Rails.
Proficient in JavaScript.
Understand the principles in principles of web development.
Solid programming foundation.
Good communication skills in English. Nice to know Chinese. 


Nice to have

Knowledge of ReactJS, Redux, and related tools.
Experiences of AWS. 
Experiences of dev-ops.
Knowledge of Machine Learning/Deep Learning.

Skill sets and requirements
You are a hustler, scrappy, hungry and motivated.
You are a great networker, who is able to build trust, connect with people fast.
You are a proven and experienced sales person, business development lead, or have forged strong partnerships before.
You are humble, hungry

What we offer
 
An opportunity to be an early employee at a high-growth SaaS company and work directly with the founding team;
Full-time employees are offered comprehensive medical benefits;
A globally-distributed team who deeply cares about each other and shares ideas;
A believe that productivity is measured by output and not facetime;
Flexible, schedule with a “use it how you need it” vacation policy - we don’t believe in capping or earning hours. We trust our team to get the job done and rest/recharge as they see fit.
Help drive the culture of Workstream as we grow!
Check out our company values here! Culture fit is a must-have for us, and hopefully, these will resonate with you! https://docs.google.com/document/d/1SHaeKG3IUy_1kE0y8FRnM8PPoEdMS0gmNIsSP3dG-3A/edit


",Workstream Technologies Inc,"162 S. Park St, San Francisco, CA 94107, 94107, UNITED STATES",9,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,,,
120,18694,Software Engineer Assistant,"Many people know us for our content, but few know we are also a passionate tech team behind two SaaS products that help give us a competitive edge. We're now on a mission to scale in a huge way by turning content into commerce, and we're looking for talent to join us. Our interns have won the Accenture Award for the best industry tech project at NUS's ISS, three years in a row. Imagine having that on your resume!

Project Background / Project Objectives:
- Enterprise Solutions Project for internal usage, purpose for handling HR workload and reporting, as well as individual's leaves and workload

Requirements
- Knowledge and understanding in API Consumption and ajax / promise calls
- Required knowledge in C#, HTML, CSS, Javascript
- Knowledge in ReactJS, dotnet, UI/UX
- Knowledge in hardware is not required but welcomed

Tasks Intern involved In
- Assisting in feature upgrade and optimisation of current code base
- Utilise current existing modules to introduce a company feed for updates and tracking of successful projects
- Assist in minor technical support for the company

Methods and Standards
- Agile SDLC + DevOps Use cases when required
Training Location, if differ from company address:",The Smart Local Pte Ltd,"#04-00 / 219 Kallang Bahru  Chutex Building, SINGAPORE, 339348, Singapore",2,"How To Apply

Your email application is essentially the first stage of your interview, so think of a way to make yourself stand out through your application. Use an informal conversational writing style and tell us over 3 paragraphs about yourself, background, why you think you’re suitable and your social media accounts. Be concise.

Send an email to Miss Athene at hr@thesmartlocal.com with the subject being the position you’re applying for. e.g “Software Engineer Assistant”. It is absolutely essential to include a portfolio of relevant work and your resume.

Only shortlisted applicants will be notified.",-,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,900.0,900.0,SGD
121,18697,Develop scouting and coaching system using AI/ML for eSports / AI Software Engineer,"AI Software Developer
Job Role: To assist in the implementation of a suite of machine learning programs and to extend the functionalities of some modules. Other supporting roles are to help in the development of websites or part of a website to support the main project (eSports) and other minor projects.

Responsibilities: The trainee or individual is required to do coding including advanced programming and must be able to do some research. He/She must be a fast learner.
Competencies: Good programming skills. The traineeship/attachment will allow the individual to convert to a machine learning programmer by working and gaining experience on a project supporting the ecosystem for eSports.

The interns, if capable, will be tasked to communicate with our offices in South East Asia such as Vietnam, South Korea, Thailand, Malaysia to localize our software platform.  Further they may be asked to help deploy the platform in some of the countries such as Vietnam and Indonesia.",Taknet Systems Pte Ltd,,2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
122,18699,Software Developer,"Internship Scope:
Interns are expected to involve in system development and enhancement on the company’s Enterprise Resources Planning (ERP) system. 

Roles and responsibilities of intern shall include the following:
•	Requirement analysis – understand business issue and develop conceptual design.
•	Planning – schedule associated task, personnel and timeline.
•	Software design – translate conceptual design into technical specification and associate with development tools and platform.
•	Software development – back end coding and debugging with development tools: javascript, SQL, PHP, HTML
•	Testing - program QA and user acceptance test.
•	Deployment - provide user training and Q&A.
Note: Interns would be guided by team leader in the area lacking of experience.

Prerequisites/Requirements (advantage):
Knowledge of PHP & SQL programming. Basic knowledge of accounting is added advantage.

Skills could be developed through this internship:
Gain skill in software development and experience of full cycle system development. Gain general knowledge of trading business and corporate set up. Close understand of user requirement.",Aastar Trading Pte Ltd,"#13-02 / No.3 Church Street Samsung Hub, SINGAPORE, 049483, SINGAPORE",2,Intern shall submit application with a resume and latest unofficial transcript.,Selected candidate shall attend a zoom interview.,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1300.0,1300.0,SGD
123,18700,Technology Education Intern,"Project Description / Internship Job Description:
- Develop new training programs and other educational materials
- Plan fun and enriching technology-education content in curriculum for lessons, workshops and events.
- Research on latest educational technology platforms.
- Coding, Robotics, Game Development, Mobile Apps, Web Design, Virtual Reality, Drones
- Assist in teaching, when appropriate.
- Basic administrative duties.

Training Location:
- 201B Thomson Rd, Goldhill Centre, Singapore (Novena)
- Air-conditioned office environment
- Schools (on-site teaching)

Working Schedule:
- 5 work days 
- 9am – 6pm with 1-hour lunch break",Roboto Coding Academy,"#08-02 / 360 Orchard Road, International Building, 238869, SINGAPORE",2,Please send your latest resume/CV to future(at)roboto(dot)sg to indicate your interest and availability for an interview. We look forward to hearing from you!,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-02T00:00:00,2021-08-07T00:00:00,1000.0,1000.0,SGD
124,18703,Quality Management,"Exposure to latest technology for renewable energy, (Solar Energy Technology) understand industry quality standards (ISO9001, IATF16949), understand basic quality assurance processes and procedures.  Works on various QA projects and automation system such as online customer complaint system,  document management system transfer,  Advance Statistical Process Control, (SPC), Process Failure Mode and Effect Analysis (FMEA).
Project management skill. (Project charter, plan, execution and closure)
Problem Solving skill.  (PDCA, Fishbone, 5WHY,8D, Six Sigma)
Advance IT skill and data analysis skill. (Excel, SharePoint, Minitab)
Chance to work with cross regional and multi culture team. 

Location: HPT (Tuas)",Heraeus Materials Singapore Pte Ltd,"53 Serangoon North Avenue 4, 555852, Singapore",1,Please ensure that you attach a copy of your C.V. with your application.,"Knowledge of renewable energy technology. 
Advance IT skill including MS office and data analysis tools such as SharePoint, Minitab.
Project management skill: Global QA projects and improvement activities:  
  - Document management system transfer 
  - Global customer complaint system automation
  - Global SPC project 
Basic problem soloving tools such as Fishbone, 5why, 8D to analyze and conclusion root cause and determine corrective actions.  
Advance IT skill and data analysis skill. (Excel, Sharepoint, Minitab)
Excellent communicate skill and presentation skill. ",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,850.0,850.0,SGD
125,18704,"Project Title / Internship Job Title: Digital Marketing, E-Commerce Specialist, Data Analysis ","Project Description / Internship Job Description: 
1. To expand both online / offline sales, and create o2o seamless experience for customers. 
2. There is a professional guidance to create an effective marketing campaign for both online and offline. 
3. To share data analysis with the interns. To guide the interns on how to read and understand the data analysis from the business's perspective in order to have a proper decision making for a business plan. 
Training Location, if differ from company address:",EPITEX INTERNATIONAL PTE LTD,"#03-02 / 241 pandan loop, west coast, singapore, 128426, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application. ,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1600.0,1600.0,SGD
126,18705,"Advanced SOC Security, Forensic and Intelligence Analyst ","We offer the interns a very valuable opportunity to engage in very interesting SOC operations gaining valuable experience and participate in real-time security incident monitoring and detection. They will also have the possibility to take part in forensic activities, intelligence gathering, incident response, threat hunting and mitigation, incident reporting. All these activities are carried out using our in-house AI driven Chatbots enabled Security Orchestration, Automation and Collaboration platform The take away from this internship are at least the following : - Analysis and review of logs and cyber event alerts - Investigate suspicious security event activity, security breaches and other cyber security incidents - Assess damage, document findings and recommendations - Perform tests and uncover network vulnerabilities - Maintain and enforce adherence to corporate procedures, standards and policies - Keep up to date with latest security information and threat intelligence - Research into latest information technology (IT) security trends - Validate security analysis and identify latest capabilities of the monitoring technologies - Research and understand the currently published vulnerabilities of enterprise hardware, software, operating systems, appliance, and applications etc - Produce reporting and documentation to customers, internal team and management",CyberProof Asia Pacific Centre of Excellence,"6 Shenton Way, #40-02 OUE Downtown One, 068809, Singapore",12,Please ensure that you attach a copy of your C.V. with your application.,"general IT knowledge awareness of cyber security concepts and methods having hands on experience in IT and cyber security is an advantage programming experience
We run 24x7 SOC, applicants will do 12-hour day and night shift on rotation basis (8am to 8pm), numbers of hours will abide with MOM guidelines, off days will be given, night shift allowance will be $30 per night shift in addition to monthly allowance
",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
127,18707,Assistant R&D Engineer,"1)To assist in daily operations and maintenance of the machines.
2)To help out with the troubleshooting and process optimization of the processing line.
3) To develop new techniques and processes to improve current situation. 
4) To learn about perovskite solar technology and related glass processes. 
",Prominence Photovoltaics Pte. Ltd.,"112 / Pioneer Road, 639593, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application.,"1) Fluent in spoken and written English and able to communicate technically
2) self driven and motivated
3) Eager and hungry to learn new things.
4) Good analytical and observation skills.
5) Good hands-on skills for electric/troubleshooting works. 
6) Programming skills for website/Audrino preferred, not necessary
",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
128,18708,Software Engineer Intern," Work together with the development team and provide insights and ideas on how to better the technological situation within different industries (e.g & not limited to: Real Estate, Architecture, Creative Design, Media and Etc.) regarding information and date delivery and its methodologies (specifically involving images, two-dimensional and 360-degrees), by coming up with improvements to currently ongoing projects and as well as planning and proposing new projects to the management.

 Manage and update certain platforms, such as mobile application for both the Android devices and also the iOS devices, on a regular basis

 Be able to execute ideas and come up with ways to overcome challenges that the team might face throughout the development period

 Proficient in database programming and possess a solid understanding on a fundamental level on how database works and how they communicate with the frontend within applications. 

 Proficient in technologies and languages such as SQL, MySQL, SQLLite, NoSQL, MVC, ASP.NET, ASP.NET Core, Entity Framework, JavaScript, FluentAPI, C#, C++, and any other languages and/or technologies that might be related to database implantation and execution.",Spot Works Pte Ltd,"33 Ubi Avenue 3 #08-42, 408868, Singapore",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
129,18714,Corporate Innovation Intern,"Be part of the global innovation team to help frame-storm, brainstorm, design prototype, develop POC (Proof-Of-Concept) and implement projects .

Be trained to develop RPA (Robotic Process Automation) programs, VR & AR initiatives and evaluate different new startup technologies.

Advantest office will be moving to Techpoint by end July 2021. ",Advantest (Singapore) Pte Ltd,"#04-11 / 10 Ang Mo Kio St 6, Techpoint, 569059, SINGAPORE",2,Please ensure that you attach a copy of your C.V. and transcript with your application.,"Open-mind set, Entrepreneurial, Motivated team player, Startup mentality.
Technically trained and passionate to learn how to drive changes in Corporate world.

",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
